"track_name","track_artist","album_artist","remix_artist_name","genre","isrc_code","music_credits","lyric_credits","other_credits","producer","engineer","release_id","track_id","release_date","album_title","publisher"
"Melody Of Kashmir","Rahul Sharma","Rahul Sharma",,"World Music","GB-CPA-02-00910","Traditional arranged by Rahul Sharma",,,,"Maurizio Trevisan","18","196",,"Music of the Himalayas","WOMAD Music Ltd"
"Melody Of Jammu & Kashmir","Rahul Sharma","Rahul Sharma",,"World Music","GB-CPA-02-00911","Rahul Sharma",,,,"Maurizio Trevisan","18","197",,"Music of the Himalayas","WOMAD Music Ltd"
"Melody Of Kashmir In Contemporary Music","Rahul Sharma","Rahul Sharma",,"World Music","GB-CPA-02-00912","Rahul Sharma",,,,"Maurizio Trevisan","18","198",,"Music of the Himalayas","WOMAD Music Ltd"
"Yor-Yor (Song to the Bride)","Sevara Nazarkhan","Sevara Nazarkhan",,"World Music","GB-CPA-02-00669","Trad arr by Sevara Nazarkhan/Hector Zazou","Trad arr by Sevara Nazarkhan/Hector Zazou",,"Hector Zazou; Executive producers: Bakhrom Primkul","Hector Zazou and Ravshan Nugmanov/Alexis Mauri","22","235",,"Yol Bolsin","WOMAD Music Ltd"
"Soqinomai Bayot","Sevara Nazarkhan","Sevara Nazarkhan",,"World Music","GB-CPA-02-00672","Trad arr by Sevara Nazarkhan/Hector Zazou","Munis",,"Hector Zazou; Executive producers: Bakhrom Primkul","Hector Zazou and Ravshan Nugmanov/Alexis Mauri","22","236",,"Yol Bolsin","WOMAD Music Ltd"
"Adolat Tanovari (Song of Adolat)","Sevara Nazarkhan","Sevara Nazarkhan",,"World Music","GB-CPA-02-00671","Trad arr by Sevara Nazarkhan/Hector Zazou","Trad arr by Sevara Nazarkhan/Hector Zazou",,"Hector Zazou; Executive producers: Bakhrom Primkul","Hector Zazou and Ravshan Nugmanov/Alexis Mauri","22","237",,"Yol Bolsin","WOMAD Music Ltd"
"Ei Nozanin (Beautiful)","Sevara Nazarkhan","Sevara Nazarkhan",,"World Music","GB-CPA-02-00680","Jurahon Sultonov arr by Sevara Nazarkhan/Hector Zazou","Mukimi",,"Hector Zazou; Executive producers: Bakhrom Primkul","Hector Zazou and Ravshan Nugmanov/Alexis Mauri","22","238",,"Yol Bolsin","WOMAD Music Ltd"
"Yol Bolsin (Where Are You Going?)","Sevara Nazarkhan","Sevara Nazarkhan",,"World Music","GB-CPA-02-00674","Trad arr by Sevara Nazarkhan/Hector Zazou","Trad arr by Sevara Nazarkhan/Hector Zazou",,"Hector Zazou; Executive producers: Bakhrom Primkul","Hector Zazou and Ravshan Nugmanov/Alexis Mauri","22","239",,"Yol Bolsin","WOMAD Music Ltd"
"Galdir","Sevara Nazarkhan","Sevara Nazarkhan",,"World Music","GB-CPA-02-00670","Trad arr by Sevara Nazarkhan/Hector Zazou","Trad arr by Sevara Nazarkhan/Hector Zazou",,"Hector Zazou; Executive producers: Bakhrom Primkul","Hector Zazou and Ravshan Nugmanov/Alexis Mauri","22","240",,"Yol Bolsin","WOMAD Music Ltd"
"Moghulchai Navo (Mochul Melody)","Sevara Nazarkhan","Sevara Nazarkhan",,"World Music","GB-CPA-02-00679","Trad arr by Sevara Nazarkhan/Hector Zazou","Munis",,"Hector Zazou; Executive producers: Bakhrom Primkul","Hector Zazou and Ravshan Nugmanov/Alexis Mauri","22","241",,"Yol Bolsin","WOMAD Music Ltd"
"Gazli","Sevara Nazarkhan","Sevara Nazarkhan",,"World Music","GB-CPA-02-00675","Ikrom Akbarov arr by Sevara Nazarkhan/Hector Zazou","Turab Tula",,"Hector Zazou; Executive producers: Bakhrom Primkul","Hector Zazou and Ravshan Nugmanov/Alexis Mauri","22","242",,"Yol Bolsin","WOMAD Music Ltd"
"Orik Gullaganda (When Apricot Blossoms)","Sevara Nazarkhan","Sevara Nazarkhan",,"World Music","GB-CPA-02-00673","Manas Leviev arr by Sevara Nazarkhan/Hector Zazou","Khamid Olimjon",,"Hector Zazou; Executive producers: Bakhrom Primkul","Hector Zazou and Ravshan Nugmanov/Alexis Mauri","22","243",,"Yol Bolsin","WOMAD Music Ltd"
"Yallajonim (My Dearest Song)","Sevara Nazarkhan","Sevara Nazarkhan",,"World Music","GB-CPA-02-00677","Trad arr by Sevara Nazarkhan/Hector Zazou","Trad arr by Sevara Nazarkhan/Hector Zazou",,"Hector Zazou; Executive producers: Bakhrom Primkul","Hector Zazou and Ravshan Nugmanov/Alexis Mauri","22","244",,"Yol Bolsin","WOMAD Music Ltd"
"Alla (Bahtimga Lullaby)","Sevara Nazarkhan","Sevara Nazarkhan",,"World Music","GB-CPA-02-00681","Zamira Suyunova arr by Sevara Nazarkhan/Hector Zazou","Turob Niyoz",,"Hector Zazou; Executive producers: Bakhrom Primkul","Hector Zazou and Ravshan Nugmanov/Alexis Mauri","22","245",,"Yol Bolsin","WOMAD Music Ltd"
"Dancing And Singing In The Village","Guo Brothers","Guo Brothers",,"World Music","GB-CPA-07-00089","Liu Tie Shan & Mao Yuan arr The Guo Brothers",,,"Pol Brennan","Richard Evans","23","246",,"Yuan","WOMAD Music Ltd"
"Soldiers Of The Long March","Guo Brothers","Guo Brothers",,"World Music","GB-CPA-07-00234","Trad arr. Guo Yue",,,"Pol Brennan","Richard Evans","23","247",,"Yuan","WOMAD Music Ltd"
"Step By Step","Guo Brothers","Guo Brothers",,"World Music","GB-CPA-07-00250","Trad arr. The Guo Brothers",,,"Pol Brennan","Richard Evans","23","248",,"Yuan","WOMAD Music Ltd"
"Fishing By Lamplight","Guo Brothers","Guo Brothers",,"World Music","GB-CPA-07-01234","Trad arr. The Guo Brothers & Shung Tian",,,"Pol Brennan","Richard Evans","23","249",,"Yuan","WOMAD Music Ltd"
"Three Kingdoms","Guo Brothers","Guo Brothers",,"World Music","GB-CPA-07-00120","Trad.",,,"Pol Brennan","Richard Evans","23","250",,"Yuan","WOMAD Music Ltd"
"Evening Song","Guo Brothers","Guo Brothers",,"World Music","GB-CPA-07-00177","Jhang Fu Xuo",,,"Pol Brennan","Richard Evans","23","251",,"Yuan","WOMAD Music Ltd"
"Training Horses On The Mongolian Grassland","Guo Brothers","Guo Brothers",,"World Music","GB-CPA-07-00087","Trad. arr Guo Yi",,,"Pol Brennan","Richard Evans","23","252",,"Yuan","WOMAD Music Ltd"
"Springtime On Parmir Mountains","Guo Brothers","Guo Brothers",,"World Music","GB-CPA-07-00001","Trad arr. The Guo Brothers & Shung Tian",,,"Pol Brennan","Richard Evans","23","253",,"Yuan","WOMAD Music Ltd"
"My second Life","Guo Brothers","Guo Brothers",,"World Music","GB-CPA-07-00042","Guo Yue",,,"Pol Brennan","Richard Evans","23","254",,"Yuan","WOMAD Music Ltd"
"One Flower","Guo Brothers","Guo Brothers",,"World Music","GB-CPA-07-00229","Trad.",,,"Pol Brennan","Richard Evans","23","255",,"Yuan","WOMAD Music Ltd"
"The Dream Of The Red Mansion","Guo Brothers","Guo Brothers",,"World Music","GB-CPA-07-01235","by Wang Li Ping, arr. The Guo Brothers",,,"Pol Brennan","Richard Evans","23","256",,"Yuan","WOMAD Music Ltd"
"No Dog Jazz","Adrian Sherwood","Adrian Sherwood",,"Reggae","GB-CPA-02-00658","A Maxwell",,,"Adrian Sherwood","Nick Coplowe","24","257",,"Never Trust A Hippy","Real World Works Ltd"
"Hari Up Hari","Adrian Sherwood","Adrian Sherwood",,"Reggae","GB-CPA-02-00659","A Maxwell / S Marsden",,,"Adrian Sherwood","Nick Coplowe","24","258",,"Never Trust A Hippy","Real World Works Ltd"
"Haunted By Your Love","Adrian Sherwood","Adrian Sherwood",,"Reggae","GB-CPA-02-00660","A Maxwell",,,"Adrian Sherwood","Nick Coplowe","24","259",,"Never Trust A Hippy","Real World Works Ltd"
"X-Planation","Adrian Sherwood","Adrian Sherwood",,"Reggae","GB-CPA-02-00661","A Maxwell",,,"Adrian Sherwood","Nick Coplowe","24","260",,"Never Trust A Hippy","Real World Works Ltd"
"Strange Turn","Adrian Sherwood","Adrian Sherwood",,"Reggae","GB-CPA-02-00662","A Maxwell",,,"Adrian Sherwood","Nick Coplowe","24","261",,"Never Trust A Hippy","Real World Works Ltd"
"Paradise Of Nada (Sherwood remix)","Temple Of Sound","Adrian Sherwood","Adrian Sherwood","Reggae","GB-CPA-02-00664","A Maxwell/Neil Sparkes/Count Dubulah/Rizwan Mujahid Ali Khan/Muazzam Mujahid Ali Khan",,,"Adrian Sherwood","Nick Coplowe","24","263",,"Never Trust A Hippy","Real World Works Ltd"
"Paradise Of Nada (Sherwood remix)","Temple Of Sound","Adrian Sherwood","Adrian Sherwood","Reggae","GB-CPA-02-00664","A Maxwell/Neil Sparkes/Count Dubulah/Rizwan Mujahid Ali Khan/Muazzam Mujahid Ali Khan",,,"Adrian Sherwood","Nick Coplowe","24","263",,"Never Trust A Hippy","WOMAD Music Ltd"
"Boogaloo","Adrian Sherwood","Adrian Sherwood",,"Reggae","GB-CPA-02-00665","A Maxwell",,,"Adrian Sherwood","Nick Coplowe","24","264",,"Never Trust A Hippy","Real World Works Ltd"
"Processed World","Adrian Sherwood","Adrian Sherwood",,"Reggae","GB-CPA-02-00666","A Maxwell / S Marsden",,,"Adrian Sherwood","Nick Coplowe","24","265",,"Never Trust A Hippy","Real World Works Ltd"
"The Ignorant Version","Adrian Sherwood","Adrian Sherwood",,"Reggae","GB-CPA-02-00667","A Maxwell / C Ogilvie",,,"Adrian Sherwood","Nick Coplowe","24","266",,"Never Trust A Hippy","Real World Works Ltd"
"Majestic 12","Adrian Sherwood","Adrian Sherwood",,"Reggae","GB-CPA-02-00668","A Maxwell / N Coplowe",,,"Adrian Sherwood","Nick Coplowe","24","267",,"Never Trust A Hippy","Real World Works Ltd"
"Cyberia","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-02-00697","Simon Emmerson, James McNally, Iarla &Oacute; Lionaird, Martin Russell",,,"Simon Emmerson, James McNally, Martin Russell, Mas","Martin Russell and Mass","25","268",,"Seed","Real World Music Ltd"
"Seed","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-02-00698","Simon Emmerson, James McNally, Iarla &Oacute; Lionaird, Martin Russell, N?Faly Kouyate",,,"Simon Emmerson, James McNally, Martin Russell, Mas","Martin Russell and Mass","25","269",,"Seed","Real World Music Ltd"
"Nevermore","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-02-00699","Simon Emmerson, James McNally, Iarla &Oacute; Lionaird, Martin Russell, Nina  Miranda",,,"Simon Emmerson, James McNally, Martin Russell, Mas","Martin Russell and Mass","25","270",,"Seed","Real World Music Ltd"
"The Other Side","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-02-00700","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell, N'Faly Kouyate and Mass",,,"Simon Emmerson, James McNally and Martin Russell","Martin Russell and Mass","25","271",,"Seed","Real World Music Ltd"
"Ayub's Song / As You Were","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-02-00709","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell, Ayub Ogada",,,"Simon Emmerson, James McNally and Martin Russell","Martin Russell and Mass","25","272",,"Seed","Real World Music Ltd"
"Rise","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-02-00703","Simon Emmerson, James McNally, Iarla &Oacute; Lionaird, Martin Russell, Myrdhin",,,"Simon Emmerson, James McNally, Martin Russell, Mas","Martin Russell and Mass","25","273",,"Seed","Real World Music Ltd"
"Rise Above It","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-02-00704","Simon Emmerson, James McNally, Iarla &Oacute; Lionaird, Martin Russell, Edmund Enright",,,"Simon Emmerson, James McNally, Martin Russell, Mas",,"25","274",,"Seed","Real World Music Ltd"
"Deep Channel","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-02-00705","Simon Emmerson, James McNally, Iarla &Oacute; Lionaird, Martin Russell",,,"Simon Emmerson, James McNally, Martin Russell","Martin Russell and Mass","25","275",,"Seed","Real World Music Ltd"
"All Remains","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-02-00706","Simon Emmerson, James McNally, Iarla &Oacute; Lionaird, Martin Russell",,,"Simon Emmerson, James McNally, Martin Russell","Martin Russell and Mass","25","276",,"Seed","Real World Music Ltd"
"Green (Nevermore Instrumental)","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-02-00707","Simon Emmerson, James McNally, Iarla O'Lionaird, Martin Russell",,,"Simon Emmerson, James McNally, Martin Russell","Martin Russell and Mass","25","277",,"Seed","Real World Music Ltd"
"Amazine (Intro)","Abdelli","Abdelli",,"World Music","GB-CPA-02-00682","Abderrahmane Abdelli","Abderrahmane Abdelli",,"Thierry Van Roy","Thierry Van Roy","26","278",,"Among Brothers","WOMAD Music Ltd"
"Amazine (Moonlight)","Abdelli","Abdelli",,"World Music","GB-CPA-02-00683","Abderrahmane Abdelli","Abderrahmane Abdelli",,"Thierry Van Roy","Thierry Van Roy","26","279",,"Among Brothers","WOMAD Music Ltd"
"Itij (Intro)","Abdelli","Abdelli",,"World Music","GB-CPA-02-00684","Abderrahmane Abdelli","Abderrahmane Abdelli",,"Thierry Van Roy","Thierry Van Roy","26","280",,"Among Brothers","WOMAD Music Ltd"
"Itij (The Sun)","Abdelli","Abdelli",,"World Music","GB-CPA-02-00685","Abderrahmane Abdelli","Abderrahmane Abdelli",,"Thierry Van Roy","Thierry Van Roy","26","281",,"Among Brothers","WOMAD Music Ltd"
"Kif-Kif (Either Way)","Abdelli","Abdelli",,"World Music","GB-CPA-02-00686","Abderrahmane Abdelli","Abderrahmane Abdelli",,"Thierry Van Roy","Thierry Van Roy","26","282",,"Among Brothers","WOMAD Music Ltd"
"Asiram (Hope)","Abdelli","Abdelli",,"World Music","GB-CPA-02-00687","Abderrahmane Abdelli","Abderrahmane Abdelli",,"Thierry Van Roy","Thierry Van Roy","26","283",,"Among Brothers","WOMAD Music Ltd"
"Svar (Patience)","Abdelli","Abdelli",,"World Music","GB-CPA-02-00688","Abderrahmane Abdelli","Abderrahmane Abdelli",,"Thierry Van Roy","Thierry Van Roy","26","284",,"Among Brothers","WOMAD Music Ltd"
"Adhou (Intro)","Abdelli","Abdelli",,"World Music","GB-CPA-02-00689","Abderrahmane Abdelli","Abderrahmane Abdelli",,"Thierry Van Roy","Thierry Van Roy","26","285",,"Among Brothers","WOMAD Music Ltd"
"Adhou (The Wind)","Abdelli","Abdelli",,"World Music","GB-CPA-02-00690","Abderrahmane Abdelli","Abderrahmane Abdelli",,"Thierry Van Roy","Thierry Van Roy","26","286",,"Among Brothers","WOMAD Music Ltd"
"Inas (The Message)","Abdelli","Abdelli",,"World Music","GB-CPA-02-00691","Cheikh El Hasnaoui and Abderrahmane Abdelli","Abderrahmane Abdelli",,"Thierry Van Roy","Thierry Van Roy","26","287",,"Among Brothers","WOMAD Music Ltd"
"Tharguith (The Dream)","Abdelli","Abdelli",,"World Music","GB-CPA-02-00692","Abderrahmane Abdelli","Abderrahmane Abdelli",,"Thierry Van Roy","Thierry Van Roy","26","288",,"Among Brothers","WOMAD Music Ltd"
"Ayen (Why)","Abdelli","Abdelli",,"World Music","GB-CPA-02-00693","Abderrahmane Abdelli","Abderrahmane Abdelli",,"Thierry Van Roy","Thierry Van Roy","26","289",,"Among Brothers","WOMAD Music Ltd"
"Ayema-Yema (Oh My Mother)","Abdelli","Abdelli",,"World Music","GB-CPA-02-00694","Abderrahmane Abdelli","Abderrahmane Abdelli",,"Thierry Van Roy","Thierry Van Roy","26","290",,"Among Brothers","WOMAD Music Ltd"
"Thamziw (Intro)","Abdelli","Abdelli",,"World Music","GB-CPA-02-00695","Abderrahmane Abdelli","Abderrahmane Abdelli",,"Thierry Van Roy","Thierry Van Roy","26","291",,"Among Brothers","WOMAD Music Ltd"
"Thamziw (My Youth)","Abdelli","Abdelli",,"World Music","GB-CPA-02-00696","Abderrahmane Abdelli","Abderrahmane Abdelli",,"Thierry Van Roy","Thierry Van Roy","26","292",,"Among Brothers","WOMAD Music Ltd"
"Move","Martyn Bennett","Martyn Bennett",,"Electronica","GB-CPA-03-00714","Ewan MacColl/Yisrael Borochov/Martyn Bennett",,,"Martyn Bennett","Martyn Bennett","28","304",,"Grit","WOMAD Music Ltd"
"Blackbird","Martyn Bennett","Martyn Bennett",,"Electronica","GB-CPA-03-00715","Martyn Bennett/Traditional arranged by Lizzie Higgins",,,"Martyn Bennett","Martyn Bennett","28","305",,"Grit","WOMAD Music Ltd"
"Chanter","Martyn Bennett","Martyn Bennett",,"Electronica","GB-CPA-03-00716","Martyn Bennett/Traditional arranged by Mairi Morrison",,,"Martyn Bennett","Martyn Bennett","28","306",,"Grit","WOMAD Music Ltd"
"Nae Regrets","Martyn Bennett","Martyn Bennett",,"Electronica","GB-CPA-03-00717","Charles Dumont/Michel Vaucaire/Norman Newell/Martyn Bennett/traditional arranged by Annie Watkins",,,"Martyn Bennett","Martyn Bennett","28","307",,"Grit","WOMAD Music Ltd"
"Liberation","Martyn Bennett","Martyn Bennett",,"Electronica","GB-CPA-03-00718","Martyn Bennett",,,"Martyn Bennett","Martyn Bennett","28","308",,"Grit","WOMAD Music Ltd"
"Why","Martyn Bennett","Martyn Bennett",,"Electronica","GB-CPA-03-00719","Martyn Bennett/traditional arrranged by Flora MacNeil",,,"Martyn Bennett","Martyn Bennett","28","309",,"Grit","WOMAD Music Ltd"
"Ale House","Martyn Bennett","Martyn Bennett",,"Electronica","GB-CPA-03-00720","Martyn Bennett",,,"Martyn Bennett","Martyn Bennett","28","310",,"Grit","WOMAD Music Ltd"
"Wedding","Martyn Bennett","Martyn Bennett",,"Electronica","GB-CPA-03-00721","Martyn Bennett",,,"Martyn Bennett",,"28","311",,"Grit","WOMAD Music Ltd"
"Rant","Martyn Bennett","Martyn Bennett",,"Electronica","GB-CPA-03-00722","Martyn Bennett",,,"Martyn Bennett","Martyn Bennett","28","312",,"Grit","WOMAD Music Ltd"
"Storyteller","Martyn Bennett","Martyn Bennett",,"Electronica","GB-CPA-03-00723","Martyn Bennet/Yussef ?ali Bakash",,,"Martyn Bennett","Martyn Bennett","28","313",,"Grit","Real World Works Ltd"
"Storyteller","Martyn Bennett","Martyn Bennett",,"Electronica","GB-CPA-03-00723","Martyn Bennet/Yussef ?ali Bakash",,,"Martyn Bennett","Martyn Bennett","28","313",,"Grit","WOMAD Music Ltd"
"Rise Above","Afro Celt Sound System","Afro Celt Sound System","Simon Emmerson, James McNally and Mass","World Music","GB-CPA-03-00727","Simon Emmerson, James McNally, Iarla &Oacute; Lionaird, Martin Russell, N?Faly Koutate",,,"Simon Emmerson, James McNally, Martin Russell",,"30","326",,"Pod","Real World Music Ltd"
"Johnny At Sea","Afro Celt Sound System","Afro Celt Sound System","Martin Russell and Mass","World Music","GB-CPA-03-00713","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell, N?Faly Kouyate and Mass",,,"Simon Emmerson, James McNally, Martin Russell, Mas",,"30","327",,"Pod","Real World Music Ltd"
"Persistence Of Memory","Afro Celt Sound System","Afro Celt Sound System","Rae & Christian","World Music","GB-CPA-03-00728","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell & Mass",,,"Simon Emmerson, James McNally, Mass",,"30","328",,"Pod","Real World Music Ltd"
"Further In Time","Afro Celt Sound System","Afro Celt Sound System","Mass","World Music","GB-CPA-03-00729","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell, N?Faly Koutate",,,"Simon Emmerson, James McNally, Mass",,"30","329",,"Pod","Real World Music Ltd"
"Full Moon Low Tide","Afro Celt Sound System","Afro Celt Sound System","Toshi Matsuura","World Music","GB-CPA-03-00730","Simon Emmerson and Martin Russell",,,"Simon Emmerson, James McNally, Mass",,"30","330",,"Pod","Real World Music Ltd"
"Release","Afro Celt Sound System","Afro Celt Sound System","Rollo And Sister Bliss","World Music","GB-CPA-99-00381","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell and Sinead O'Connor",,,"Simon Emmerson, James McNally, Mass","Grippa","30","331",,"Pod","Real World Music Ltd"
"Release","Afro Celt Sound System","Afro Celt Sound System","Rollo And Sister Bliss","World Music","GB-CPA-99-00381","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell and Sinead O'Connor",,,"Simon Emmerson, James McNally, Mass","Grippa","30","331",,"Pod","Real World Works Ltd"
"Release","Afro Celt Sound System","Afro Celt Sound System","Rollo And Sister Bliss","World Music","GB-CPA-99-00381","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell and Sinead O'Connor",,,"Simon Emmerson, James McNally, Mass","Grippa","30","331",,"Pod","WOMAD Music Ltd"
"Whirly 3","Afro Celt Sound System","Afro Celt Sound System","Simon Emmerson, James McNally and Mass","World Music","GB-CPA-03-00733","Simon Emerson, James McNally",,,"Original production by Simon Emmerson with additio",,"30","333",,"Pod","Real World Music Ltd"
"Riding The Skies","Afro Celt Sound System","Afro Celt Sound System","Mass and Simon Emmerson","World Music","GB-CPA-03-00734","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell",,,"Original production by Simon Emmerson and Martin R",,"30","334",,"Pod","Real World Music Ltd"
"When You're Falling","Afro Celt Sound System","Afro Celt Sound System","Wren & Morley","World Music","GB-CPA-01-00538","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell","Iarla O'Lionaird, Simon Emmerson",,"Simon Emmerson, James McNally, Mass",,"30","337",,"Pod","Real World Music Ltd"
"Release It (Instrumental)","Afro Celt Sound System","Afro Celt Sound System","Master At Work Segue/DJ Edit","World Music","GB-CPA-03-00732","Simon Emmerson James McNally Iarla O Lionaird Martin Russell",,,"Simon Emmerson, James McNally, Mass",,"30","1160",,"Pod","Real World Music Ltd"
"Eireann (Remix)","Afro Celt Sound System","Afro Celt Sound System","Mass","World Music","GB-CPA-99-00003","Simon Emmerson, James McNally, Iarla O Lionaird Martin Russell, N?Faly Kouyate",,,"Simon Emmerson, James McNally, Mass",,"30","2277",,"Pod","Real World Music Ltd"
"Eireann (Remix)","Afro Celt Sound System","Afro Celt Sound System","Mass","World Music","GB-CPA-99-00003","Simon Emmerson, James McNally, Iarla O Lionaird Martin Russell, N?Faly Kouyate",,,"Simon Emmerson, James McNally, Mass",,"30","2277",,"Pod","Real World Works Ltd"
"Eireann (Remix)","Afro Celt Sound System","Afro Celt Sound System","Mass","World Music","GB-CPA-99-00003","Simon Emmerson, James McNally, Iarla O Lionaird Martin Russell, N?Faly Kouyate",,,"Simon Emmerson, James McNally, Mass",,"30","2277",,"Pod","WOMAD Music Ltd"
"Release","Afro Celt Sound System","Afro Celt Sound System","Bipolar","World Music","GB-CPA-99-00382","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell and Sinead O'Connor",,,"Simon Emmerson, James McNally, Mass",,"30","2278",,"Pod","Real World Music Ltd"
"Release","Afro Celt Sound System","Afro Celt Sound System","Bipolar","World Music","GB-CPA-99-00382","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell and Sinead O'Connor",,,"Simon Emmerson, James McNally, Mass",,"30","2278",,"Pod","Real World Works Ltd"
"Release","Afro Celt Sound System","Afro Celt Sound System","Bipolar","World Music","GB-CPA-99-00382","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell and Sinead O'Connor",,,"Simon Emmerson, James McNally, Mass",,"30","2278",,"Pod","WOMAD Music Ltd"
